gid,srand,Primary,Secondary,Internal,Antisense
b0810,-,-1,[],[],[846379]
b0814,-,-1,[],[],[]
b0823,-,-1,[],"[859714, 860656]","[859433, 859914, 861632, 861639]"
b0825,-,-1,[],[],[]
b0828,-,-1,[],[],[]
b0829,-,-1,[],[],[]
b0830,-,-1,[],[],[]
b0831,-,-1,[],[],[]
b0832,-,-1,[],[],[]
b0833,-,-1,[],[],[]
b0834,-,-1,[],[],[]
b0837,-,-1,[],[],[]
b0839,-,-1,[],[],[]
b0842,-,-1,[],[],[]
b0846,-,-1,[],[],[]
b0848,-,-1,[],[],[]
b0849,-,-1,[],[],[890029]
b0852,-,-1,[],[],[]
b0854,-,-1,[],[],[]
b0858,-,-1,[],[],[]
b0859,-,-1,[],[],[]
b0862,-,-1,[],[900800],[]
b0863,-,-1,[],[],"[901671, 902310]"
b0866,-,-1,[],[],[]
b0869,-,-1,[],"[906347, 906375, 906423]",[906698]
b0876,-,-1,[],[],[]
b0877,-,-1,[],"[917984, 918081, 918092]","[917582, 917960]"
b0878,-,-1,[],[],[]
b0879,-,-1,[],[],[]
b0881,-,-1,[],[],[]
b0882,-,-1,[],[],[]
b0886,-,-1,[],"[926750, 927110]",[]
b0889,-,-1,[],[],[]
b0890,-,-1,[],[],[]
b0891,-,-1,[],[],[]
b0892,-,-1,[],[],[]
b0894,-,-1,[],[],[]
b0895,-,-1,[],[],[]
b0898,-,-1,[],[],[]
b0899,-,-1,[],[],[]
b0901,-,-1,[],[],[]
b0903,-,-1,[],"[951137, 951349, 952120, 952309, 952581]","[950473, 950665, 951297, 952433]"
b0906,-,-1,[],[],[]
b0907,-,-1,[],[],[]
b0909,-,-1,[],[],[]
b0910,-,-1,[],[],[]
b0911,-,-1,[],[],[]
b0913,-,-1,[],[],[]
b0914,-,-1,[],[],[]
b0917,-,-1,[],[],[]
b0918,-,-1,[],[],[]
b0921,-,-1,[],[],[]
b0922,-,-1,[],[],[]
b0923,-,-1,[],[],[]
b0924,-,-1,[],[],[]
b0925,-,-1,[],[],[]
b0926,-,-1,[],[],[]
b0927,-,-1,[],[],[]
b0932,-,-1,[],[],[]
b0933,-,-1,[],[993187],[]
b0934,-,-1,[],[],[993647]
b0935,-,-1,[],[994829],[994701]
b0936,-,-1,[],[],"[996068, 996082]"
b0937,-,-1,[],[],"[996068, 996082, 996391, 996410, 996602]"
b0938,-,-1,[],[],[]
b0940,-,-1,[],[],[]
b0941,-,-1,[],[],[]
b0942,-,-1,[],[],[]
b0943,-,-1,[],[],[]
b0944,-,-1,[],[],[]
b0945,-,-1,[],[],[]
b0946,-,-1,[],[],[]
b0948,-,-1,[],[],[]
b0949,-,-1,[],[],[]
b0950,-,-1,[],[],[]
b0951,-,-1,[],[],[]
b0952,-,-1,[],[],[]
b0956,-,-1,[],[],[]
b0958,-,-1,[],[],"[1019686, 1019721]"
b0960,-,-1,[],"[1021427, 1021608, 1021762, 1022494, 1022557, 1022852, 1022981]","[1020880, 1021621, 1022104, 1022344]"
b0959,-,-1,[],[],[]
b0962,-,-1,[],[],[]
b0968,-,-1,[],[],[]
b0972,-,-1,[],[],[]
b0973,-,-1,[],[],[]
b0974,-,-1,[],[],[]
b0975,-,-1,[],[],[]
b0978,-,-1,[],[],[]
b0979,-,-1,[],[],[]
b0980,-,-1,[],[],[]
b0981,-,-1,[],"[1041264, 1041269, 1041278, 1041290, 1041729, 1041738, 1042267]","[1041852, 1041960, 1042955, 1043279, 1043448, 1043455]"
b0982,-,-1,[],[],"[1043448, 1043455]"
b0983,-,-1,[],[],[1045062]
b0984,-,-1,[],[1046821],"[1045062, 1045774, 1046236]"
b0986,-,-1,[],[1048483],"[1048542, 1048601]"
b0987,-,-1,[],[],"[1048601, 1048993, 1049040]"
b4516,-,-1,[],[],[]
b0988,-,-1,[],[],[]
b0990,-,-1,[],[],[]
b4517,-,-1,[],[],[]
b0994,-,-1,[],[],[]
b0996,-,-1,[],[],[]
b0997,-,-1,[],[],[]
b0998,-,-1,[],[],[]
b0999,-,-1,[],[],[1061678]
b1001,-,-1,[],[],[]
b1002,-,-1,[],[],[]
b1006,-,-1,[],"[1068845, 1069019]",[1068886]
b1009,-,-1,[],[1070455],"[1070467, 1070810, 1070812]"
b1010,-,-1,[],[],[1071275]
b1011,-,-1,[],[1072078],[]
b1018,-,-1,[],[],[]
b1019,-,-1,[],[],[]
b1021,-,-1,[],"[1085381, 1085512]",[]
b1022,-,-1,[],[1086822],[]
b1023,-,-1,[],"[1087824, 1088446, 1089064]","[1088600, 1088990, 1089043]"
b1025,-,-1,[],[],[]
b1026,-,-1,[],[1093559],"[1093419, 1093636]"
b1027,-,-1,[],[],"[1094533, 1094535]"
b1028,-,-1,[],[],[]
b1029,-,-1,[],[],[]
b1033,-,-1,[],[],[]
b1034,-,-1,[],[],[]
b1035,-,-1,[],[],[]
b1037,-,-1,[],"[1100099, 1100215]",[1100051]
b1036,-,-1,[],[],[]
b1041,-,-1,[],[],[]
b1042,-,-1,[],[],[]
b1043,-,-1,[],[],[]
b1044,-,-1,[],[],[]
b1045,-,-1,[],[],[]
b1046,-,-1,[],[],[]
b1048,-,-1,[],[],[]
b1049,-,-1,[],[],[]
b1055,-,-1,[],[],[]
b1057,-,-1,[],[1117970],[]
b1061,-,-1,[],[],"[1120377, 1120574]"
b1066,-,-1,[],[],[]
b1067,-,-1,[],[],[]
b1068,-,-1,[],[],[]
b1069,-,-1,[],[],[]
b1070,-,-1,[],[],"[1128868, 1128997]"
b1073,-,-1,[],[],[]
b1074,-,-1,[],[],[]
b1075,-,-1,[],[],[]
b1076,-,-1,[],[],[]
b1077,-,-1,[],[],[]
b1079,-,-1,[],[],[]
b1082,-,-1,[],[],[]
b1083,-,-1,[],[],[]
b1084,-,-1,[],[1140713],"[1140411, 1142531, 1142724]"
b1085,-,-1,[],[],[]
b1086,-,-1,[],[],[]
b4418,-,-1,[],[],[]
b1088,-,-1,[],[],[]
b1090,-,-1,[],[],[]
b1091,-,-1,[],[],[]
b1093,-,-1,[],[],[]
b1095,-,-1,[],[],[]
b1097,-,-1,[],[],[]
b1099,-,-1,[],[],[]
b1100,-,-1,[],[],[]
b1101,-,-1,[],[],[]
b1102,-,-1,[],"[1158926, 1159078, 1159710]","[1158496, 1158936, 1159590, 1160422]"
b1103,-,-1,[],[],[]
b1107,-,-1,[],[],[]
b1108,-,-1,[],[],[]
b1109,-,-1,[],[],[]
b1110,-,-1,[],[],[]
b1115,-,-1,[],"[1173627, 1173913]",[]
b1116,-,-1,[],[],[]
b1117,-,-1,[],[],[]
b1118,-,-1,[],[],[]
b1119,-,-1,[],[],[]
b1121,-,-1,[],"[1179800, 1179803]",[]
b1125,-,-1,[],"[1183095, 1183553]",[]
b1127,-,-1,[],[],[]
b1131,-,-1,[],[],"[1190864, 1190960, 1191250]"
b1132,-,-1,[],[],[1191250]
b1134,-,-1,[],[1193481],[]
b1136,-,-1,[],[],[]
b1137,-,-1,[],[1196139],"[1196100, 1196348]"
b1139,-,-1,[],[],[]
b1146,-,-1,[],[],[]
b1147,-,-1,[],[],[]
b1148,-,-1,[],[],[]
b1154,-,-1,[],[],[]
b1155,-,-1,[],[],[]
b1156,-,-1,[],[1208278],"[1207674, 1207680, 1208372]"
b1158,-,-1,[],[],[]
b1164,-,-1,[],[],[]
b1165,-,-1,[],[],[]
b1168,-,-1,[],[],[]
b4520,-,-1,[],[],[]
b4491,-,-1,[],[],[]
b1171,-,-1,[],"[1221716, 1221718]",[]
b4594,-,-1,[],[],[]
b4521,-,-1,[],[],[]
b1174,-,-1,[],"[1223594, 1223763]",[1223592]
b1177,-,-1,[],[],[]
b1179,-,-1,[],[],[]
b1182,-,-1,[],"[1229316, 1229319]",[]
b1183,-,-1,[],[],[]
b1193,-,-1,[],[],[]
b1195,-,-1,[],[],[]
b1196,-,-1,[],[],[]
b1198,-,-1,[],[1247221],"[1247170, 1247329, 1247551, 1247808]"
b1201,-,-1,[],[],[]
b1202,-,-1,[],"[1253088, 1253534, 1253580, 1254395]","[1252370, 1252415, 1252582, 1252629, 1252821, 1252906, 1253710, 1253857, 1254211, 1255017]"
b1205,-,-1,[],[],[]
b1207,-,-1,[],"[1260205, 1260396, 1260423]",[]
b1210,-,-1,[],[],[]
b1213,-,-1,[],[],[]
b1214,-,-1,[],[],[]
b1215,-,-1,[],[],[]
b4420,-,-1,[],[],[]
b4422,-,-1,[],[],[]
b4424,-,-1,[],[],[]
b1217,-,-1,[],[],[]
b1218,-,-1,[],[],[]
b1220,-,-1,[],[],[]
b1223,-,-1,[],[],[]
b1224,-,-1,[],[],[]
b1227,-,-1,[],[],[]
b1234,-,-1,[],[],[]
b1235,-,-1,[],[],[]
b1236,-,-1,[],[],[]
b1237,-,-1,[],[],[1292164]
b1238,-,-1,[],[],[]
b1242,-,-1,[],[],[]
b1243,-,-1,[],[],[]
b1244,-,-1,[],[],[]
b1246,-,-1,[],[],[]
b1248,-,-1,[],[1305050],[1304880]
b1251,-,-1,[],[],"[1308499, 1308931, 1308933]"
b1252,-,-1,[],[],[]
b1254,-,-1,[],"[1310654, 1310690, 1310906]","[1310285, 1310507]"
b1256,-,-1,[],[],[]
b1258,-,-1,[],[1313452],[1313421]
b1260,-,-1,[],[1314521],[]
b1261,-,-1,[],[],[1315503]
b1264,-,-1,[],"[1319675, 1320067, 1320567]","[1320037, 1320575]"
b1266,-,-1,[],[],[]
b1267,-,-1,[],[],[]
b1268,-,-1,[],[],[]
b1269,-,-1,[],[],[]
b1270,-,-1,[],"[1325978, 1326284]",[1326300]
b1272,-,-1,[],[],[]
b1274,-,-1,[],[],[]
b1275,-,-1,[],[],[]
b4522,-,-1,[],[],[]
b4523,-,-1,[],[],[]
b1276,-,-1,[],[],[]
b1278,-,-1,[],[],[]
b1279,-,-1,[],[],[]
b1280,-,-1,[],[],[]
b4672,-,-1,[],[],[]
b1290,-,-1,[],[1350037],[1350352]
b1291,-,-1,[],[],[1351038]
b1293,-,-1,[],"[1352573, 1352936]",[1353339]
b1298,-,-1,[],[],[]
b1302,-,-1,[],[],[]
b1304,-,-1,[],[],[]
b1308,-,-1,[],[],[]
b1314,-,-1,[],[],[]
b1315,-,-1,[],[],[]
b1316,-,-1,[],[],[]
b1317,-,-1,[],[],[]
b4524,-,-1,[],[],[]
b1321,-,-1,[],[],[]
b1322,-,-1,[],[],[]
b1323,-,-1,[],[],[]
b1325,-,-1,[],[],[]
b4525,-,-1,[],[1388884],[1388717]
b1327,-,-1,[],[],"[1389073, 1389171, 1389203, 1389350, 1389565, 1389970]"
b1328,-,-1,[],[],[]
b1329,-,-1,[],[],[]
b1336,-,-1,[],"[1398309, 1398660, 1399143]","[1398895, 1399181, 1399555, 1399697, 1399802]"
b1337,-,-1,[],[],"[1399802, 1400608, 1401225]"
b1338,-,-1,[],[1402540],[1401225]
b1342,-,-1,[],[],[]
b1343,-,-1,[],[],[]
b1345,-,-1,[],[1410184],"[1410450, 1411286]"
b1346,-,-1,[],[],[1411286]
b1347,-,-1,[],[],[1411577]
b1349,-,-1,[],"[1412202, 1412561, 1412586]","[1412040, 1412386, 1412605]"
b1350,-,-1,[],[1414813],"[1413076, 1413422, 1414079, 1414376, 1414535, 1415269, 1415447]"
b1351,-,-1,[],[],[1415447]
b1353,-,-1,[],[],[]
b1357,-,-1,[],[],[]
b1358,-,-1,[],[],[]
b1359,-,-1,[],[],[]
b1360,-,-1,[],[],[]
b1362,-,-1,[],[],[]
b1363,-,-1,[],[],[]
b1365,-,-1,[],[],[]
b1366,-,-1,[],[],[]
b1368,-,-1,[],[],[]
b4570,-,-1,[],[],[]
b1372,-,-1,[],[],[]
b1373,-,-1,[],[],[]
b1377,-,-1,[],[1433921],[]
b1380,-,-1,[],[],[1440861]
b1381,-,-1,[],[],[]
b1383,-,-1,[],[],[]
b1386,-,-1,[],"[1447345, 1447690]","[1447675, 1448813]"
b1387,-,-1,[],[1449950],[1449524]
b1389,-,-1,[],[],[]
b1388,-,-1,[],[],[]
b1390,-,-1,[],[],[]
b1391,-,-1,[],[],[]
b1393,-,-1,[],[],[]
b1397,-,-1,[],[],[]
b1398,-,-1,[],[],[]
b1399,-,-1,[],[],[]
b1400,-,-1,[],[],[]
b4674,-,-1,[],[],[1463104]
b4492,-,-1,[],[],[]
b1404,-,-1,[],[],[]
b1407,-,-1,[],[],[]
b1409,-,-1,[],[],[]
b1410,-,-1,[],[],[]
b1411,-,-1,[],[],[]
b1413,-,-1,[],[],[]
b1414,-,-1,[],[],[]
b1415,-,-1,[],[],[]
b1418,-,-1,[],[],[]
b1419,-,-1,[],[],[]
b4428,-,-1,[],[1490039],"[1490054, 1490069, 1490143]"
b1421,-,-1,[],[],[]
b1423,-,-1,[],[],[]
b1424,-,-1,[],[],[]
b1426,-,-1,[],[],[]
b1429,-,-1,[],[],[]
b1430,-,-1,[],[],[]
b1431,-,-1,[],[],[]
b4578,-,-1,[],[],"[1501325, 1501681]"
b1432,-,-1,[],[],[]
b1434,-,-1,[],[],[]
b1435,-,-1,[],[],[]
b1436,-,-1,[],[1507059],[1507153]
b1439,-,-1,[],[],[]
b1444,-,-1,[],[],[]
b1445,-,-1,[],[],[]
b1446,-,-1,[],[],[]
b1447,-,-1,[],[],[1515960]
b1449,-,-1,[],[],[]
b1450,-,-1,[],[],[]
b1454,-,-1,[],[],[]
b1456,-,-1,[],[],[]
b1457,-,-1,[],[],[]
b1459,-,-1,[],[],[]
b1461,-,-1,[],[],[]
b1463,-,-1,[],[],[]
b1465,-,-1,[],[1534477],[1534480]
b1467,-,-1,[],[],[1535902]
b1468,-,-1,[],"[1538926, 1540596]","[1537120, 1539292, 1539682, 1540441]"
b1471,-,-1,[],[],"[1542597, 1543399, 1543619, 1543730]"
b1472,-,-1,[],[],[1543730]
b1474,-,-1,[],[],[]
b1478,-,-1,[],[1550959],[1550760]
b1484,-,-1,[],[1556670],[]
b1485,-,-1,[],[1557599],"[1557199, 1557392]"
b1487,-,-1,[],"[1558958, 1560130, 1560175]",[1560068]
b1492,-,-1,[],"[1567118, 1568034]","[1567016, 1568523]"
b1494,-,-1,[],"[1570833, 1570968, 1571619, 1571712, 1572407, 1573042]","[1570374, 1570565, 1570594, 1571638, 1572378, 1572566]"
b1495,-,-1,[],[],"[1573792, 1574619, 1574750]"
b1498,-,-1,[],"[1578997, 1580145, 1580389]","[1578907, 1579430, 1580379]"
b1499,-,-1,[],[1581324],[]
b1502,-,-1,[],[1585398],"[1585112, 1585372]"
b1503,-,-1,[],[1586231],[1586122]
b1504,-,-1,[],"[1586799, 1586845]","[1586435, 1586864]"
b4696,-,-1,[],"[1590877, 1592595, 1592696, 1593554]","[1590660, 1590887, 1591586, 1591681, 1592304, 1592306, 1592525, 1593636, 1594155]"
b1511,-,-1,[],"[1597924, 1598192]","[1596721, 1596753]"
b1513,-,-1,[],[],[]
b1514,-,-1,[],[],[]
b1515,-,-1,[],[],[]
b1516,-,-1,[],[],[]
b1517,-,-1,[],[],[]
b1518,-,-1,[],[],[]
b1519,-,-1,[],[],[]
b1526,-,-1,[],[],[]
b1527,-,-1,[],[],[]
b1528,-,-1,[],[],[]
b1530,-,-1,[],[],[]
b1531,-,-1,[],[],[]
b1532,-,-1,[],[],[]
b1534,-,-1,[],[],[]
b1537,-,-1,[],[],[]
b1540,-,-1,[],[],[]
b4600,-,-1,[],"[1629146, 1629454]","[1629473, 1650870, 1650928]"
b1545,-,-1,[],[],[]
b1546,-,-1,[],[],[1632267]
b1548,-,-1,[],"[1633917, 1634243]",[]
b1549,-,-1,[],[],[]
b4533,-,-1,[],[],[]
b1553,-,-1,[],[1637294],[1637255]
b4689,-,-1,[],[1637294],[1637255]
b1555,-,-1,[],[1638332],[]
b1558,-,-1,[],[],[]
b1559,-,-1,[],"[1640596, 1640706, 1640889]","[1640906, 1640914]"
b1560,-,-1,[],[],[1642070]
b1563,-,-1,[],[],[1643470]
b1565,-,-1,[],[],[]
b1566,-,-1,[],[],[]
b1567,-,-1,[],[],"[1645315, 1645401]"
b1570,-,-1,[],[],[]
b1571,-,-1,[],[],[]
b1572,-,-1,[],[],[]
b1573,-,-1,[],[],[]
b1578,-,-1,[],[],[]
b1579,-,-1,[],[],[]
b1580,-,-1,[],[1651369],"[1650870, 1650928, 1651046, 1651938, 1651953]"
b1582,-,-1,[],[],"[1653286, 1653365, 1653692, 1653733, 1653749]"
b1584,-,-1,[],[],[]
b1586,-,-1,[],[],[]
b1587,-,-1,[],[],[]
b1588,-,-1,[],[],[]
b1589,-,-1,[],[],[]
b1590,-,-1,[],[],[]
b1591,-,-1,[],[],[]
b1592,-,-1,[],[],[]
b1594,-,-1,[],"[1666090, 1666125, 1666197]","[1665273, 1665414, 1666107, 1666639]"
b1596,-,-1,[],[],[]
b4601,-,-1,[],[],[]
b1598,-,-1,[],[],[]
b1601,-,-1,[],[],[]
b1602,-,-1,[],"[1673119, 1673364, 1673613]",[]
b1604,-,-1,[],[],[]
b1605,-,-1,[],[],[]
b1606,-,-1,[],[],[]
b1608,-,-1,[],[],[]
b1609,-,-1,[],[],[]
b1610,-,-1,[],[],[]
b1613,-,-1,[],[],[]
b1614,-,-1,[],[],[]
b1617,-,-1,[],"[1692584, 1692868]",[1692694]
b1621,-,-1,[],[],[]
b1623,-,-1,[],[],[]
b1625,-,-1,[],[],[]
b1626,-,-1,[],[],[]
b1629,-,-1,[],[],[]
b1632,-,-1,[],[],[]
b1633,-,-1,[],[],[]
b1634,-,-1,[],[],[]
b1635,-,-1,[],[],[]
b1636,-,-1,[],"[1713687, 1713861]",[]
b1641,-,-1,[],[],[]
b1643,-,-1,[],[],[]
b1645,-,-1,[],[],[]
b1649,-,-1,[],[],[]
b1650,-,-1,[],[],[]
b1651,-,-1,[],[],[]
b1653,-,-1,[],[],[]
b1655,-,-1,[],[],[]
b1656,-,-1,[],[],[]
b4602,-,-1,[],[],[1735665]
b1658,-,-1,[],[],[]
b1660,-,-1,[],[],[]
b1661,-,-1,[],[],[]
b1663,-,-1,[],[],[]
b1667,-,-1,[],[],[]
b1668,-,-1,[],[],[]
b1669,-,-1,[],"[1747317, 1747547]",[]
b1670,-,-1,[],[1748115],[]
b1671,-,-1,[],[1748856],"[1748627, 1748795]"
b1672,-,-1,[],"[1749438, 1749732]",[1749777]
b1673,-,-1,[],"[1750830, 1751818]","[1749777, 1749983, 1751026]"
b1676,-,-1,[],[],[]
b1677,-,-1,[],[],[]
b1679,-,-1,[],[],"[1757188, 1757326]"
b1680,-,-1,[],[1758365],"[1757326, 1757623, 1757654]"
b1681,-,-1,[],[],"[1759234, 1759673]"
b1682,-,-1,[],[],[1760450]
b1683,-,-1,[],[],"[1760450, 1760764, 1761787]"
b4430,-,-1,[],[1762792],[]
b4431,-,-1,[],[],[]
b1689,-,-1,[],[],[]
b1690,-,-1,[],[],[]
b1692,-,-1,[],[],[]
b1695,-,-1,[],[],[]
b1697,-,-1,[],[],[]
b1701,-,-1,[],[],[]
b1703,-,-1,[],[],[]
b1704,-,-1,[],[],[]
b1713,-,-1,[],"[1793744, 1793943, 1794099, 1794114]",[]
b1717,-,-1,[],[],[1797938]
b4494,-,-1,[],[],[]
b1724,-,-1,[],[],[]
b1725,-,-1,[],[],[]
b1727,-,-1,[],[],[]
b1728,-,-1,[],[],[]
b1729,-,-1,[],[],[]
b1732,-,-1,[],[],[]
b1734,-,-1,[],[1815382],[1815405]
b1736,-,-1,[],"[1817581, 1817817]",[]
b1737,-,-1,[],"[1818401, 1818644, 1818897]",[1817983]
b1741,-,-1,[],[],[]
b1744,-,-1,[],"[1824037, 1824042]",[1824060]
b1746,-,-1,[],[1826591],[1826609]
b1747,-,-1,[],[],[1828151]
b1749,-,-1,[],[],[]
b1750,-,-1,[],[],[]
b1757,-,-1,[],[],[]
b1759,-,-1,[],[],[]
b1761,-,-1,[],[],[]
b1763,-,-1,[],[1844921],[1843727]
b1766,-,-1,[],[],[]
b1767,-,-1,[],[],[]
b1768,-,-1,[],[],[]
b1769,-,-1,[],"[1850720, 1850976, 1851437]","[1850776, 1851934]"
b1771,-,-1,[],"[1853404, 1853833]","[1853854, 1854018]"
b1772,-,-1,[],[],[1854018]
b1775,-,-1,[],[],[1857127]
b1777,-,-1,[],[1859833],"[1859665, 1859990]"
b1779,-,-1,[],[],[]
b1780,-,-1,[],[],[]
b1783,-,-1,[],[],[]
b1784,-,-1,[],[],[]
b1785,-,-1,[],[],[]
b1786,-,-1,[],[],[]
b1789,-,-1,[],[],[]
b1791,-,-1,[],[],[]
b1792,-,-1,[],[],[]
b1794,-,-1,[],[],[]
b4676,-,-1,[],[],[]
b4675,-,-1,[],[],[]
b1795,-,-1,[],[],[1876945]
b1800,-,-1,[],[],[]
b1803,-,-1,[],[],[]
b1804,-,-1,[],"[1885098, 1885500]",[1884798]
b1810,-,-1,[],[],[]
b1811,-,-1,[],[],[1892781]
b1812,-,-1,[],[],[]
b1813,-,-1,[],[],[]
b1814,-,-1,[],[],[]
b1815,-,-1,[],[],[]
b1817,-,-1,[],[],[]
b1818,-,-1,[],[],[]
b1819,-,-1,[],[],[]
b1820,-,-1,[],[],[]
b1823,-,-1,[],[],[1905512]
b1826,-,-1,[],[],[1906609]
b4536,-,-1,[],[],[]
b1833,-,-1,[],[],[]
b1834,-,-1,[],[],[]
b1836,-,-1,[],[],[]
b1837,-,-1,[],[],[]
b4432,-,-1,[],[],[]
b1839,-,-1,[],"[1921526, 1921550]",[1921575]
b1840,-,-1,[],[],[1922285]
b1842,-,-1,[],[],[]
b1844,-,-1,[],[],[]
b1847,-,-1,[],"[1928062, 1928108]","[1928271, 1928467]"
b1848,-,-1,[],[],[1928467]
b1849,-,-1,[],[],[]
b1853,-,-1,[],[],[]
b1854,-,-1,[],[],[]
b1855,-,-1,[],[1937593],"[1937654, 1938086, 1938208, 1938270]"
b1856,-,-1,[],[1938612],"[1938270, 1938775]"
b1858,-,-1,[],[],[]
b1859,-,-1,[],[],[]
b4677,-,-1,[],[],[1944049]
b1862,-,-1,[],[],[]
b1864,-,-1,[],[1945623],"[1945490, 1945892]"
b1867,-,-1,[],[],[]
b1868,-,-1,[],[],[]
b1869,-,-1,[],[],[]
b1870,-,-1,[],[],[]
b1873,-,-1,[],[1955219],"[1955083, 1955117]"
b1874,-,-1,[],[1956771],[]
b1876,-,-1,[],[],[]
b1877,-,-1,[],[],[]
b1879,-,-1,[],"[1961993, 1962030, 1962834]",[]
b1884,-,-1,[],[],[1967360]
b1885,-,-1,[],[],"[1967360, 1967666]"
b1888,-,-1,[],[1971750],"[1972146, 1972684]"
b1889,-,-1,[],[],"[1973671, 1974338]"
b1891,-,-1,[],[1975324],"[1975314, 1975341, 1975343]"
b1893,-,-1,[],[],"[1976562, 1977009]"
b1895,-,-1,[],[],[]
b1896,-,-1,[],"[1978221, 1978757]","[1978722, 1979374]"
b4460,-,-1,[],"[1980666, 1981406, 1981555]",[1980568]
b1900,-,-1,[],[],"[1981840, 1982044, 1982461, 1982611, 1983094]"
b1904,-,-1,[],[],[]
b1905,-,-1,[],[],[]
b1909,-,-1,[],[1989923],[]
b1917,-,-1,[],[],"[1995550, 1995647]"
b1918,-,-1,[],[],[1996502]
b1921,-,-1,[],[],"[1998414, 1998500, 1998511]"
b1924,-,-1,[],[],[]
b1925,-,-1,[],[],[]
b1926,-,-1,[],[],[]
b1927,-,-1,[],[],[]
b1930,-,-1,[],[],[]
b1931,-,-1,[],[],[]
b1936,-,-1,[],[],[]
b1938,-,-1,[],[],[]
b1944,-,-1,[],[],[]
b1945,-,-1,[],[],[]
b1950,-,-1,[],[],[]
b1951,-,-1,[],[],[]
b1953,-,-1,[],[],[]
b1955,-,-1,[],[],[]
b1960,-,-1,[],[2028725],[2028817]
b1963,-,-1,[],[2031495],[]
b4496,-,-1,[],[],[]
b1970,-,-1,[],[],[]
b1971,-,-1,[],[],[]
b1972,-,-1,[],[],[]
b1973,-,-1,[],[],[]
b1974,-,-1,[],[],[]
b1976,-,-1,[],[],[]
b1978,-,-1,[],[],[]
b1981,-,-1,[],[],[]
b1982,-,-1,[],[],[]
b1985,-,-1,[],"[2056397, 2056898, 2057087, 2057712]","[2056928, 2057460]"
b1988,-,-1,[],[2059142],[]
b4582,-,-1,[],[],[]
b1999,-,-1,[],[],[]
b2000,-,-1,[],[],[]
b2001,-,-1,[],[],[]
b2004,-,-1,[],[],[]
b2005,-,-1,[],[],[]
b2006,-,-1,[],[],[]
b4642,-,-1,[],[2076644],[]
b2010,-,-1,[],"[2079857, 2079989, 2080016, 2080189]",[2079591]
b2011,-,-1,[],[],[]
b2014,-,-1,[],"[2084633, 2084951, 2084960]","[2084499, 2085083]"
b4539,-,-1,[],[],"[2087199, 2087249, 2087412]"
b2018,-,-1,[],[],[]
b2019,-,-1,[],[],[]
b2020,-,-1,[],[],[]
b2022,-,-1,[],[],[]
b2025,-,-1,[],[],[]
b2026,-,-1,[],[],[]
b2034,-,-1,[],"[2103184, 2103253]","[2103207, 2103273, 2103278, 2103539, 2103545]"
b2035,-,-1,[],[2104947],"[2104990, 2104993]"
b2036,-,-1,[],[],[2105544]
b2037,-,-1,[],[2106983],"[2106856, 2107454, 2107640]"
b2038,-,-1,[],[],"[2107640, 2108058]"
b2040,-,-1,[],[2109319],"[2109124, 2109246, 2109427]"
b2043,-,-1,[],"[2112609, 2112882, 2113098, 2113297]","[2112895, 2112903, 2113224, 2113402, 2113429, 2113783, 2113994]"
b2044,-,-1,[],[2114850],[2113994]
b2046,-,-1,[],[2117319],"[2117308, 2117848]"
b2047,-,-1,[],[],[2119310]
b2048,-,-1,[],[],"[2119824, 2120405, 2120704, 2121014]"
b2049,-,-1,[],[],"[2121014, 2122578]"
b2050,-,-1,[],[],"[2122578, 2122949, 2123800, 2123833]"
b2051,-,-1,[],[],"[2123800, 2123833]"
b2052,-,-1,[],[],[2124816]
b2053,-,-1,[],[],"[2125828, 2126047, 2126138, 2126352]"
b2054,-,-1,[],[],"[2126352, 2126603]"
b2056,-,-1,[],"[2128282, 2128623]",[]
b2057,-,-1,[],[],[2129456]
b2060,-,-1,[],[],[2131701]
b2061,-,-1,[],[],[2133994]
b2064,-,-1,[],[2139528],"[2137717, 2138578, 2139651, 2139671]"
b2067,-,-1,[],[],[]
b2069,-,-1,[],[],[]
b2070,-,-1,[],"[2147643, 2147749]","[2147010, 2147766, 2148011]"
b4436,-,-1,[],[],[]
b4437,-,-1,[],[],[]
b2074,-,-1,[],[],[]
b2075,-,-1,[],[],[]
b2076,-,-1,[],[],[]
b2077,-,-1,[],[],[]
b2078,-,-1,[],[],[]
b2079,-,-1,[],[],[]
b2080,-,-1,[],[],[]
b2081,-,-1,[],[],[]
b4438,-,-1,[],[],[]
b2086,-,-1,[],[],[]
b2088,-,-1,[],[],[]
b2089,-,-1,[],[],[]
b2091,-,-1,[],"[2170201, 2170393]",[2170984]
b2093,-,-1,[],[2172495],[2172510]
b2094,-,-1,[],[],[2172980]
b2099,-,-1,[],[],[]
b2103,-,-1,[],[],"[2181639, 2181738, 2182289]"
b2106,-,-1,[],[],[]
b2107,-,-1,[],[],[]
b2108,-,-1,[],[2186359],[2186214]
b2109,-,-1,[],"[2187206, 2188068]",[2187556]
b2114,-,-1,[],[],[]
b4499,-,-1,[],[],[]
b2118,-,-1,[],[],[]
b4541,-,-1,[],[],[]
b2119,-,-1,[],[],[]
b2120,-,-1,[],[],[]
b2121,-,-1,[],[],[]
b2122,-,-1,[],[],[]
b2123,-,-1,[],[],[]
b2125,-,-1,[],[2210744],[2210568]
b2127,-,-1,[],[],[]
b4542,-,-1,[],[],[]
b2128,-,-1,[],[2214207],[]
b2130,-,-1,[],[2215604],"[2216095, 2216159]"
b2133,-,-1,[],[],[]
