#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_021352.1",2488617,2488883,"-",69622637,"rpmA","C629_RS11615","WP_003859304.1",88,"MULTISPECIES: 50S ribosomal protein L27"
"chromosome","NC_021352.1",2488933,2489238,"-",69622638,"rplU","C629_RS11620","WP_003859302.1",101,"MULTISPECIES: 50S ribosomal protein L21"
"chromosome","NC_021352.1",2489464,2492532,"-",69622639,,"C629_RS11625","WP_004567676.1",1022,"MULTISPECIES: translation initiation factor IF-2 N-terminal domain-containing protein"
"chromosome","NC_021352.1",2492746,2493483,"+",69622640,,"C629_RS11630","WP_020309569.1",245,"hypothetical protein"
"chromosome","NC_021352.1",2493562,2494605,"+",69622641,,"C629_RS11635","WP_004567672.1",347,"MULTISPECIES: pirin family protein"
"chromosome","NC_021352.1",2494606,2495058,"+",69622642,,"C629_RS11640","WP_004567670.1",150,"MULTISPECIES: carboxymuconolactone decarboxylase family protein"
"chromosome","NC_021352.1",2495124,2495534,"-",69622643,"ndk","C629_RS11645","WP_004567668.1",136,"MULTISPECIES: nucleoside-diphosphate kinase"
"chromosome","NC_021352.1",2495584,2495904,"-",69622644,,"C629_RS11650","WP_004567667.1",106,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2495981,2496325,"+",69622645,,"C629_RS11655","WP_004567666.1",114,"MULTISPECIES: GNAT family N-acetyltransferase"
"chromosome","NC_021352.1",2496329,2496796,"-",69622646,,"C629_RS11660","WP_003859290.1",155,"MULTISPECIES: SRPBCC family protein"
"chromosome","NC_021352.1",2496867,2497292,"-",69622647,,"C629_RS11665","WP_004567665.1",141,"MULTISPECIES: DUF4233 domain-containing protein"
"chromosome","NC_021352.1",2497289,2498812,"-",69622648,,"C629_RS11670","WP_004567661.1",507,"MULTISPECIES: bifunctional folylpolyglutamate synthase/dihydrofolate synthase"
"chromosome","NC_021352.1",2498812,2501523,"-",69622649,,"C629_RS11675","WP_031511624.1",903,"MULTISPECIES: valine--tRNA ligase"
"chromosome","NC_021352.1",2501573,2503150,"-",69622650,,"C629_RS11680","WP_003859281.1",525,"MULTISPECIES: ABC transporter substrate-binding protein"
"chromosome","NC_021352.1",2503387,2504841,"+",69622651,,"C629_RS11685","WP_004567656.1",484,"Hsp70 family protein"
"chromosome","NC_021352.1",2504842,2505429,"-",69622652,,"C629_RS11690","WP_004567654.1",195,"MULTISPECIES: TIGR00730 family Rossman fold protein"
"chromosome","NC_021352.1",2505440,2506426,"-",69622653,,"C629_RS11695","WP_004567653.1",328,"MULTISPECIES: malate dehydrogenase"
"chromosome","NC_021352.1",2506739,2507518,"+",69622654,,"C629_RS11700","WP_004567651.1",259,"MULTISPECIES: TetR family transcriptional regulator"
"chromosome","NC_021352.1",2507515,2508048,"-",69622655,,"C629_RS11705","WP_208396246.1",177,"MULTISPECIES: PadR family transcriptional regulator"
"chromosome","NC_021352.1",2508277,2509407,"+",69622656,,"C629_RS11710","WP_004567648.1",376,"aromatic ring-hydroxylating dioxygenase subunit alpha"
"chromosome","NC_021352.1",2509411,2510388,"+",69622657,,"C629_RS11715","WP_004567646.1",325,"MULTISPECIES: PDR/VanB family oxidoreductase"
"chromosome","NC_021352.1",2510400,2511740,"+",69622658,,"C629_RS11720","WP_004567645.1",446,"aromatic acid/H+ symport family MFS transporter"
"chromosome","NC_021352.1",2511726,2512658,"-",69622659,,"C629_RS11725","WP_003859264.1",310,"MULTISPECIES: AEC family transporter"
"chromosome","NC_021352.1",2512659,2513939,"-",69622660,"clpX","C629_RS11730","WP_004567642.1",426,"MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit ClpX"
"chromosome","NC_021352.1",2514069,2515157,"+",69622661,,"C629_RS11735","WP_004567640.1",362,"MULTISPECIES: GDSL-type esterase/lipase family protein"
"chromosome","NC_021352.1",2515144,2515779,"-",69622662,,"C629_RS11740","WP_003859257.1",211,"MULTISPECIES: CoA transferase subunit B"
"chromosome","NC_021352.1",2515779,2516522,"-",69622663,,"C629_RS11745","WP_003859254.1",247,"MULTISPECIES: CoA transferase subunit A"
"chromosome","NC_021352.1",2516596,2517363,"+",69622664,,"C629_RS11750","WP_003859253.1",255,"MULTISPECIES: helix-turn-helix domain-containing protein"
"chromosome","NC_021352.1",2517379,2518605,"+",69622665,,"C629_RS11755","WP_004567638.1",408,"MULTISPECIES: acetyl-CoA C-acetyltransferase"
"chromosome","NC_021352.1",2518608,2519363,"+",69622666,"pcaD","C629_RS11760","WP_004567637.1",251,"MULTISPECIES: 3-oxoadipate enol-lactonase"
"chromosome","NC_021352.1",2519374,2521437,"+",69622667,,"C629_RS11765","WP_004567636.1",687,"MULTISPECIES: LuxR family transcriptional regulator"
"chromosome","NC_021352.1",2521423,2521791,"-",69622668,"pcaC","C629_RS11770","WP_003859243.1",122,"MULTISPECIES: 4-carboxymuconolactone decarboxylase"
"chromosome","NC_021352.1",2521791,2522882,"-",69622669,"pcaB","C629_RS11775","WP_034982790.1",363,"MULTISPECIES: 3-carboxy-cis,cis-muconate cycloisomerase"
"chromosome","NC_021352.1",2522884,2523498,"-",69622670,"pcaG","C629_RS11780","WP_004567634.1",204,"MULTISPECIES: protocatechuate 3,4-dioxygenase subunit alpha"
"chromosome","NC_021352.1",2523510,2524202,"-",69622671,"pcaH","C629_RS11785","WP_003859237.1",230,"MULTISPECIES: protocatechuate 3,4-dioxygenase subunit beta"
"chromosome","NC_021352.1",2524362,2525522,"-",69622672,,"C629_RS11790","WP_230471409.1",386,"MULTISPECIES: HNH endonuclease"
"chromosome","NC_021352.1",2525687,2525980,"-",69622673,"catC","C629_RS11795","WP_003859234.1",97,"MULTISPECIES: muconolactone Delta-isomerase"
"chromosome","NC_021352.1",2525993,2527114,"-",69622674,,"C629_RS11800","WP_006287645.1",373,"MULTISPECIES: muconate/chloromuconate family cycloisomerase"
"chromosome","NC_021352.1",2527197,2528054,"-",69622675,"catA","C629_RS11805","WP_003859230.1",285,"MULTISPECIES: catechol 1,2-dioxygenase"
"chromosome","NC_021352.1",2528472,2529965,"+",69622676,"benA","C629_RS11810","WP_004567627.1",497,"benzoate 1,2-dioxygenase large subunit"
"chromosome","NC_021352.1",2530005,2530499,"+",69622677,"benB","C629_RS11815","WP_003859227.1",164,"MULTISPECIES: benzoate 1,2-dioxygenase small subunit"
"chromosome","NC_021352.1",2530511,2532049,"+",69622678,,"C629_RS11820","WP_020309570.1",512,"benzoate 1,2-dioxygenase electron transfer component BenC"
"chromosome","NC_021352.1",2532046,2532876,"+",69622679,,"C629_RS11825","WP_004567624.1",276,"MULTISPECIES: 1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase"
"chromosome","NC_021352.1",2532949,2535636,"+",69622680,,"C629_RS11830","WP_004567623.1",895,"LuxR family transcriptional regulator"
"chromosome","NC_021352.1",2535783,2537123,"+",69622681,,"C629_RS11835","WP_004567621.1",446,"MULTISPECIES: aromatic acid/H+ symport family MFS transporter"
"chromosome","NC_021352.1",2537204,2538448,"+",69622682,,"C629_RS11840","WP_004567620.1",414,"benzoate/H(+) symporter BenE family transporter"
"chromosome","NC_021352.1",2538449,2539954,"-",69622683,,"C629_RS11845","WP_004567619.1",501,"ATP-binding protein"
"chromosome","NC_021352.1",2540173,2541342,"+",69622684,,"C629_RS11850","WP_004567617.1",389,"MULTISPECIES: acyl-CoA dehydrogenase"
"chromosome","NC_021352.1",2541370,2541732,"+",69622685,,"C629_RS11855","WP_004567616.1",120,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2541757,2543034,"+",69622686,,"C629_RS11860","WP_004567614.1",425,"MULTISPECIES: aromatic ring-hydroxylating dioxygenase subunit alpha"
"chromosome","NC_021352.1",2543027,2543551,"+",69622687,,"C629_RS11865","WP_004567613.1",174,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2543576,2544325,"+",69622688,,"C629_RS11870","WP_004567612.1",249,"MULTISPECIES: SDR family oxidoreductase"
"chromosome","NC_021352.1",2544362,2545309,"+",69622689,,"C629_RS11875","WP_031511539.1",315,"MULTISPECIES: PDR/VanB family oxidoreductase"
"chromosome","NC_021352.1",2545712,2546362,"-",69622690,,"C629_RS11880","WP_004567610.1",216,"MULTISPECIES: response regulator"
"chromosome","NC_021352.1",2546382,2546675,"-",69622691,,"C629_RS11885","WP_004567608.1",97,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2546669,2548006,"-",69623394,,"C629_RS15760","WP_034982794.1",445,"MULTISPECIES: amidase"
"chromosome","NC_021352.1",2548238,2549680,"+",69622692,,"C629_RS11895","WP_004567606.1",480,"MFS transporter"
"chromosome","NC_021352.1",2549700,2550878,"+",69622693,,"C629_RS11900","WP_004567605.1",392,"MULTISPECIES: flavin reductase family protein"
"chromosome","NC_021352.1",2550900,2551445,"+",69622694,,"C629_RS11905","WP_004567604.1",181,"MULTISPECIES: nuclear transport factor 2 family protein"
"chromosome","NC_021352.1",2551898,2552752,"+",69622695,"dctP","C629_RS11910","WP_230471410.1",284,"MULTISPECIES: TRAP transporter substrate-binding protein DctP"
"chromosome","NC_021352.1",2552749,2553336,"+",69622696,,"C629_RS11915","WP_004567600.1",195,"MULTISPECIES: TRAP transporter small permease subunit"
"chromosome","NC_021352.1",2553340,2554656,"+",69622697,,"C629_RS11920","WP_004567599.1",438,"MULTISPECIES: TRAP transporter large permease subunit"
"chromosome","NC_021352.1",2554719,2555345,"-",69622698,,"C629_RS11925","WP_003859221.1",208,"MULTISPECIES: ATP-dependent Clp protease proteolytic subunit"
"chromosome","NC_021352.1",2555380,2555973,"-",69622699,,"C629_RS11930","WP_003859220.1",197,"MULTISPECIES: ATP-dependent Clp protease proteolytic subunit"
"chromosome","NC_021352.1",2556162,2557511,"-",69622700,"tig","C629_RS11935","WP_004567596.1",449,"MULTISPECIES: trigger factor"
"chromosome","NC_021352.1",2558010,2558507,"+",69622702,,"C629_RS11945","WP_004567592.1",165,"MULTISPECIES: winged helix-turn-helix domain-containing protein"
"chromosome","NC_021352.1",2558552,2559535,"+",69622703,,"C629_RS11950","WP_004567591.1",327,"MULTISPECIES: serine hydrolase"
"chromosome","NC_021352.1",2559532,2559990,"+",69622704,,"C629_RS11955","WP_004567589.1",152,"MULTISPECIES: RDD family protein"
"chromosome","NC_021352.1",2560515,2560766,"+",69622706,,"C629_RS11965","WP_003859215.1",83,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2560918,2561169,"-",69622707,,"C629_RS11970","WP_141562971.1",83,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2561241,2561516,"-",69623395,,"C629_RS15765","WP_004567586.1",91,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2561695,2561910,"-",69623423,,"C629_RS16010","WP_141562970.1",71,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2562173,2563060,"+",69622708,,"C629_RS11980","WP_003859212.1",295,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2563139,2563612,"-",69622709,,"C629_RS11985","WP_003859211.1",157,"MULTISPECIES: ribose-5-phosphate isomerase"
"chromosome","NC_021352.1",2563757,2564455,"-",69622710,,"C629_RS11990","WP_020309571.1",232,"MULTISPECIES: DUF418 domain-containing protein"
"chromosome","NC_021352.1",2564819,2565430,"-",69622711,,"C629_RS11995","WP_004567581.1",203,"MULTISPECIES: DsbA family protein"
"chromosome","NC_021352.1",2565544,2568147,"+",69622712,"pepN","C629_RS12000","WP_004567580.1",867,"MULTISPECIES: aminopeptidase N"
"chromosome","NC_021352.1",2568931,2569689,"-",69623396,,"C629_RS15770","WP_080568105.1",252,"MULTISPECIES: IS3 family transposase"
"chromosome","NC_021352.1",2569879,2570055,"-",69623424,,"C629_RS16015","WP_004567576.1",58,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2570140,2570922,"-",69622713,,"C629_RS12020","WP_004567574.1",260,"MULTISPECIES: helix-turn-helix domain-containing protein"
"chromosome","NC_021352.1",2571351,2572742,"+",69622714,,"C629_RS12025","WP_004567573.1",463,"MULTISPECIES: MFS transporter"
"chromosome","NC_021352.1",2572770,2573624,"+",69622715,,"C629_RS12030","WP_004567572.1",284,"alpha/beta hydrolase"
"chromosome","NC_021352.1",2573656,2575155,"+",69622716,,"C629_RS12035","WP_004567571.1",499,"MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase"
"chromosome","NC_021352.1",2575188,2576312,"+",69623397,,"C629_RS15775","WP_004567570.1",374,"MULTISPECIES: NAD(P)-dependent alcohol dehydrogenase"
"chromosome","NC_021352.1",2576361,2577842,"+",69622717,,"C629_RS12045","WP_004567569.1",493,"MULTISPECIES: aldehyde dehydrogenase family protein"
"chromosome","NC_021352.1",2577911,2578735,"+",69622718,,"C629_RS12050","WP_004567568.1",274,"MULTISPECIES: 3-ketoacyl-ACP reductase"
"chromosome","NC_021352.1",2578767,2579525,"+",69622719,,"C629_RS12055","WP_004567566.1",252,"MULTISPECIES: SDR family oxidoreductase"
"chromosome","NC_021352.1",2579542,2580513,"+",69622720,,"C629_RS12060","WP_004567565.1",323,"MULTISPECIES: cyclase family protein"
"chromosome","NC_021352.1",2580782,2580994,"-",69622721,,"C629_RS12065","WP_004567564.1",70,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2581483,2582604,"-",69622722,,"C629_RS12070","WP_004567561.1",373,"MULTISPECIES: MFS transporter"
"chromosome","NC_021352.1",2582686,2583921,"-",69622723,,"C629_RS12075","WP_004567559.1",411,"MULTISPECIES: alkylhydroperoxidase domain protein"
"chromosome","NC_021352.1",2583937,2585580,"-",69622724,,"C629_RS12080","WP_004567558.1",547,"MULTISPECIES: ABC transporter ATP-binding protein"
"chromosome","NC_021352.1",2585584,2586468,"-",69622725,,"C629_RS12085","WP_011897743.1",294,"MULTISPECIES: ABC transporter permease"
"chromosome","NC_021352.1",2586474,2587415,"-",69622726,,"C629_RS12090","WP_004567555.1",313,"MULTISPECIES: ABC transporter permease"
"chromosome","NC_021352.1",2587416,2589125,"-",69622727,,"C629_RS12095","WP_004567554.1",569,"TIGR04028 family ABC transporter substrate-binding protein"
"chromosome","NC_021352.1",2589272,2591215,"+",69622728,,"C629_RS12100","WP_004567552.1",647,"MULTISPECIES: FAD/NAD(P)-binding protein"
"chromosome","NC_021352.1",2591267,2592637,"+",69622729,,"C629_RS12105","WP_004567551.1",456,"MULTISPECIES: aspartate aminotransferase family protein"
"chromosome","NC_021352.1",2592647,2593258,"-",69622730,,"C629_RS12110","WP_004567550.1",203,"MULTISPECIES: YdhK family protein"
"chromosome","NC_021352.1",2593346,2595472,"-",69622731,,"C629_RS12115","WP_004567549.1",708,"heavy metal translocating P-type ATPase"
"chromosome","NC_021352.1",2596769,2597506,"+",69622732,,"C629_RS12120","WP_004567547.1",245,"MULTISPECIES: DedA family protein"
"chromosome","NC_021352.1",2597503,2598213,"-",69622733,,"C629_RS12125","WP_003860913.1",236,"MULTISPECIES: SDR family oxidoreductase"
"chromosome","NC_021352.1",2598345,2599085,"+",69622734,,"C629_RS12130","WP_004567545.1",246,"MULTISPECIES: TetR/AcrR family transcriptional regulator"
"chromosome","NC_021352.1",2599089,2600249,"-",69622735,,"C629_RS12135","WP_004567543.1",386,"MULTISPECIES: cystathionine gamma-synthase"
"chromosome","NC_021352.1",2600389,2601114,"-",69622736,,"C629_RS12140","WP_003860906.1",241,"MULTISPECIES: ATP-binding cassette domain-containing protein"
"chromosome","NC_021352.1",2601217,2602221,"+",69622737,,"C629_RS12145","WP_004567541.1",334,"MULTISPECIES: mechanosensitive ion channel family protein"
"chromosome","NC_021352.1",2602254,2602649,"+",69622738,,"C629_RS12150","WP_004567539.1",131,"MULTISPECIES: globin"
"chromosome","NC_021352.1",2602690,2603820,"+",69622739,"chrA","C629_RS12155","WP_004567538.1",376,"MULTISPECIES: chromate efflux transporter"
"chromosome","NC_021352.1",2603817,2604446,"-",69622740,,"C629_RS12160","WP_004567537.1",209,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2604446,2604913,"-",69622741,,"C629_RS12165","WP_004567531.1",155,"MULTISPECIES: thioesterase family protein"
"chromosome","NC_021352.1",2605037,2605504,"-",69622742,,"C629_RS12170","WP_004567530.1",155,"MULTISPECIES: alkaline phosphatase family protein"
"chromosome","NC_021352.1",2605903,2607573,"-",69622743,"ettA","C629_RS12180","WP_003860895.1",556,"MULTISPECIES: energy-dependent translational throttle protein EttA"
"chromosome","NC_021352.1",2607724,2608341,"-",69622744,,"C629_RS12185","WP_004567528.1",205,"MULTISPECIES: single-stranded DNA-binding protein"
"chromosome","NC_021352.1",2608517,2610670,"-",69622745,,"C629_RS12190","WP_004567527.1",717,"MULTISPECIES: bifunctional copper resistance protein CopD/cytochrome c oxidase assembly protein"
"chromosome","NC_021352.1",2611319,2612740,"+",69622747,,"C629_RS12200","WP_004567526.1",473,"MULTISPECIES: alkaline phosphatase"
"chromosome","NC_021352.1",2613333,2613485,"+",69623445,,"C629_RS16135","WP_004567525.1",50,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2613588,2614229,"-",69622749,"musI","C629_RS12215","WP_003860887.1",213,"MULTISPECIES: ABC transport system MusEFGK2I component MusI"
"chromosome","NC_021352.1",2614252,2615166,"-",69622750,,"C629_RS12220","WP_004567524.1",304,"MULTISPECIES: carbohydrate ABC transporter permease"
"chromosome","NC_021352.1",2615170,2616015,"-",69622751,,"C629_RS12225","WP_004567523.1",281,"MULTISPECIES: sugar ABC transporter permease"
"chromosome","NC_021352.1",2616205,2617536,"-",69622752,,"C629_RS12230","WP_004567521.1",443,"MULTISPECIES: ABC transporter substrate-binding protein"
"chromosome","NC_021352.1",2617901,2619145,"-",69622753,,"C629_RS12235","WP_004567519.1",414,"MULTISPECIES: DUF4032 domain-containing protein"
"chromosome","NC_021352.1",2619228,2620358,"-",69622754,"ugpC","C629_RS12240","WP_004567517.1",376,"MULTISPECIES: sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC"
"chromosome","NC_021352.1",2620687,2620878,"-",69623480,,"C629_RS16310","WP_230471411.1",63,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2621867,2622967,"+",69622756,,"C629_RS12255","WP_004567513.1",366,"MULTISPECIES: NAD(P)-dependent alcohol dehydrogenase"
"chromosome","NC_021352.1",2623140,2624630,"-",69622757,"cspB","C629_RS12260","WP_004567512.1",496,"MULTISPECIES: S-layer protein PS2"
"chromosome","NC_021352.1",2625271,2625408,"-",69623481,,"C629_RS16315","WP_230471412.1",45,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2625723,2626349,"-",69622758,,"C629_RS12270","WP_004567509.1",208,"MULTISPECIES: isochorismatase family protein"
"chromosome","NC_021352.1",2626375,2627418,"-",69622759,,"C629_RS12275","WP_004567508.1",347,"MULTISPECIES: LLM class flavin-dependent oxidoreductase"
"chromosome","NC_021352.1",2627515,2628117,"+",69622760,,"C629_RS12280","WP_004567506.1",200,"MULTISPECIES: CGNR zinc finger domain-containing protein"
"chromosome","NC_021352.1",2628180,2629508,"+",69622761,,"C629_RS12285","WP_004567503.1",442,"MULTISPECIES: lactate racemase domain-containing protein"
"chromosome","NC_021352.1",2629541,2630395,"+",69622762,"larE","C629_RS12290","WP_004567501.1",284,"ATP-dependent sacrificial sulfur transferase LarE"
"chromosome","NC_021352.1",2630398,2631090,"+",69622763,"larB","C629_RS12295","WP_004567500.1",230,"MULTISPECIES: nickel pincer cofactor biosynthesis protein LarB"
"chromosome","NC_021352.1",2631611,2632804,"-",69622764,"larC","C629_RS12300","WP_004567499.1",397,"MULTISPECIES: nickel pincer cofactor biosynthesis protein LarC"
"chromosome","NC_021352.1",2632930,2633682,"+",69622765,,"C629_RS12305","WP_004567497.1",250,"MULTISPECIES: hydroxypyruvate isomerase family protein"
"chromosome","NC_021352.1",2633756,2634556,"+",69622766,"cmrA","C629_RS12310","WP_004567496.1",266,"MULTISPECIES: mycolate reductase"
"chromosome","NC_021352.1",2634566,2635225,"+",69622767,"orn","C629_RS12315","WP_003860849.1",219,"MULTISPECIES: oligoribonuclease"
"chromosome","NC_021352.1",2635222,2636436,"-",69622768,,"C629_RS12320","WP_230471413.1",404,"MULTISPECIES: esterase family protein"
"chromosome","NC_021352.1",2636653,2637864,"-",69622769,,"C629_RS12325","WP_011897776.1",403,"MULTISPECIES: Ig-like domain-containing protein"
"chromosome","NC_021352.1",2638644,2639291,"+",69622772,,"C629_RS12340","WP_003856660.1",215,"ankyrin repeat domain-containing protein"
"chromosome","NC_021352.1",2639301,2641598,"-",69622773,"betT","C629_RS12345","WP_003856659.1",765,"MULTISPECIES: choline BCCT transporter BetT"
"chromosome","NC_021352.1",2642353,2642562,"+",69622774,,"C629_RS12355","WP_003856654.1",69,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2642559,2643068,"-",69622775,,"C629_RS12360","WP_003856653.1",169,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2643242,2644483,"-",69622776,,"C629_RS12365","WP_003856651.1",413,"MULTISPECIES: glutaminase"
"chromosome","NC_021352.1",2644528,2645655,"+",69622777,,"C629_RS12370","WP_011897781.1",375,"MULTISPECIES: LacI family transcriptional regulator"
"chromosome","NC_021352.1",2645726,2647144,"+",69622778,"uxaC","C629_RS12375","WP_006287671.1",472,"MULTISPECIES: glucuronate isomerase"
"chromosome","NC_021352.1",2647141,2648517,"+",69622779,,"C629_RS12380","WP_003856646.1",458,"MULTISPECIES: mannitol dehydrogenase family protein"
"chromosome","NC_021352.1",2648611,2650716,"+",69623398,,"C629_RS15790","WP_003856644.1",701,"MULTISPECIES: cytidylate kinase family protein"
"chromosome","NC_021352.1",2650870,2651373,"+",69622780,,"C629_RS12390","WP_003856642.1",167,"MULTISPECIES: gluconokinase"
"chromosome","NC_021352.1",2651537,2652703,"+",69622781,,"C629_RS12395","WP_020447905.1",388,"HNH endonuclease"
"chromosome","NC_021352.1",2652777,2653337,"+",69622782,,"C629_RS12400","WP_006284916.1",186,"MULTISPECIES: isochorismatase family protein"
"chromosome","NC_021352.1",2653377,2653652,"-",69622783,,"C629_RS12405","WP_003857689.1",91,"MULTISPECIES: DUF3618 domain-containing protein"
"chromosome","NC_021352.1",2653825,2654301,"+",69622784,"bcp","C629_RS12410","WP_003857690.1",158,"MULTISPECIES: thioredoxin-dependent thiol peroxidase"
"chromosome","NC_021352.1",2654324,2654989,"+",69622785,,"C629_RS12415","WP_003857691.1",221,"MULTISPECIES: TetR family transcriptional regulator"
"chromosome","NC_021352.1",2654979,2655386,"-",69622786,,"C629_RS12420","WP_003857692.1",135,"MULTISPECIES: holo-ACP synthase"
"chromosome","NC_021352.1",2655397,2656854,"-",69622787,,"C629_RS12425","WP_003857693.1",485,"DHA2 family efflux MFS transporter permease subunit"
"chromosome","NC_021352.1",2657137,2666127,"-",69622788,,"C629_RS12430","WP_003857694.1",2996,"type I polyketide synthase"
"chromosome","NC_021352.1",2666410,2666616,"-",69622789,,"C629_RS12435","WP_003857695.1",68,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2666724,2667551,"-",69622790,,"C629_RS12440","WP_230471414.1",275,"MULTISPECIES: helix-turn-helix domain-containing protein"
"chromosome","NC_021352.1",2668083,2668658,"+",69622791,,"C629_RS12445","WP_003857696.1",191,"MULTISPECIES: M23 family metallopeptidase"
"chromosome","NC_021352.1",2668845,2671901,"-",69622792,,"C629_RS12450","WP_230471415.1",1018,"hypothetical protein"
"chromosome","NC_021352.1",2672150,2672563,"+",69622793,,"C629_RS12455","WP_006285365.1",137,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2672602,2673645,"+",69622794,,"C629_RS12460","WP_230471399.1",347,"MULTISPECIES: DDE-type integrase/transposase/recombinase"
"chromosome","NC_021352.1",2673681,2674124,"-",69622795,,"C629_RS12465","WP_208396053.1",147,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2674414,2674878,"+",69622797,,"C629_RS12475","WP_003857998.1",154,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2674959,2675315,"+",69622798,,"C629_RS12480","WP_003857996.1",118,"MULTISPECIES: DUF3817 domain-containing protein"
"chromosome","NC_021352.1",2675389,2676009,"-",69622799,"rdgB","C629_RS12485","WP_003857995.1",206,"MULTISPECIES: RdgB/HAM1 family non-canonical purine NTP pyrophosphatase"
"chromosome","NC_021352.1",2676036,2676773,"-",69622800,"rph","C629_RS12490","WP_003857993.1",245,"MULTISPECIES: ribonuclease PH"
"chromosome","NC_021352.1",2676925,2678418,"-",69623446,,"C629_RS16140","WP_003857991.1",497,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2678551,2679318,"-",69622801,"cdpA","C629_RS12500","WP_003857989.1",255,"MULTISPECIES: 3\\',5\\'-cyclic adenosine monophosphate phosphodiesterase CpdA"
"chromosome","NC_021352.1",2679421,2680272,"-",69622802,"murI","C629_RS12505","WP_020309575.1",283,"MULTISPECIES: glutamate racemase"
"chromosome","NC_021352.1",2680332,2680952,"+",69622803,,"C629_RS12510","WP_230471416.1",206,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2680962,2681456,"-",69622804,,"C629_RS12515","WP_006285583.1",164,"MULTISPECIES: MarR family transcriptional regulator"
"chromosome","NC_021352.1",2681486,2682235,"-",69622805,,"C629_RS12520","WP_003857983.1",249,"MULTISPECIES: rhomboid family intramembrane serine protease"
"chromosome","NC_021352.1",2682232,2683146,"-",69622806,,"C629_RS12525","WP_003857981.1",304,"MULTISPECIES: P1 family peptidase"
"chromosome","NC_021352.1",2683146,2683685,"-",69622807,,"C629_RS12530","WP_003857980.1",179,"MULTISPECIES: DUF2017 domain-containing protein"
"chromosome","NC_021352.1",2683698,2684000,"-",69622808,"clpS","C629_RS12535","WP_011897801.1",100,"MULTISPECIES: ATP-dependent Clp protease adapter ClpS"
"chromosome","NC_021352.1",2684330,2684881,"+",69622809,,"C629_RS12540","WP_003857975.1",183,"MULTISPECIES: CAP domain-containing protein"
"chromosome","NC_021352.1",2684878,2686218,"+",69622810,,"C629_RS12545","WP_003857973.1",446,"MULTISPECIES: nicotinate phosphoribosyltransferase"
"chromosome","NC_021352.1",2686678,2688675,"+",69622811,,"C629_RS12550","WP_003857972.1",665,"MULTISPECIES: ATP-dependent DNA helicase"
"chromosome","NC_021352.1",2688685,2689578,"-",69622812,,"C629_RS12555","WP_003857969.1",297,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2689654,2690379,"-",69622813,,"C629_RS12560","WP_230471417.1",241,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",2690372,2691673,"-",69622814,"serB","C629_RS12565","WP_003857965.1",433,"MULTISPECIES: phosphoserine phosphatase SerB"
"chromosome","NC_021352.1",2691929,2693671,"-",69622815,"ctaD","C629_RS12570","WP_031511613.1",580,"MULTISPECIES: cytochrome c oxidase subunit I"
"chromosome","NC_021352.1",2694192,2695196,"-",69622816,"nrdF","C629_RS12575","WP_003857961.1",334,"MULTISPECIES: class 1b ribonucleoside-diphosphate reductase subunit beta"
"chromosome","NC_021352.1",2695661,2696149,"+",69622817,,"C629_RS12580","WP_003857959.1",162,"MULTISPECIES: ferritin"
"chromosome","NC_021352.1",2696371,2697099,"+",69622818,,"C629_RS12585","WP_003857957.1",242,"MULTISPECIES: FadR family transcriptional regulator"
"chromosome","NC_021352.1",2697096,2697758,"-",69622819,,"C629_RS12590","WP_003857955.1",220,"MULTISPECIES: metal-dependent transcriptional regulator"
